time,2013-10-19_11:34:10 treatment,a0 agents,219 iterations,5200 aveEnergy,269.333160 speed,163.934426 speedD,0.420000 speedA,0.070000 speedS,0.010000 moves,0.298173 turns,0.136457 attacks,0.030137 grows,0.470857 replications,0.064376 killedBySeed,57 killedByAttacks,73 killedByStarving,1164 moveFailureRate,0.790560 replicationFailureRate,0.225386 attackFailureRate,0.743299 growFailureRate,0.397163
time,2013-10-19_11:34:11 treatment,a0 agents,228 iterations,5300 aveEnergy,274.428192 speed,163.934426 speedD,0.380000 speedA,0.130000 speedS,0.000000 moves,0.263846 turns,0.112273 attacks,0.032745 grows,0.511736 replications,0.079400 killedBySeed,50 killedByAttacks,104 killedByStarving,1350 moveFailureRate,0.824870 replicationFailureRate,0.225936 attackFailureRate,0.583984 growFailureRate,0.378804
time,2013-10-19_11:34:12 treatment,a0 agents,242 iterations,5400 aveEnergy,267.649719 speed,158.730159 speedD,0.440000 speedA,0.070000 speedS,0.010000 moves,0.297773 turns,0.118919 attacks,0.034449 grows,0.488619 replications,0.060240 killedBySeed,50 killedByAttacks,92 killedByStarving,1111 moveFailureRate,0.847221 replicationFailureRate,0.207720 attackFailureRate,0.563055 growFailureRate,0.424144
time,2013-10-19_11:34:12 treatment,a0 agents,259 iterations,5500 aveEnergy,257.577026 speed,156.250000 speedD,0.450000 speedA,0.080000 speedS,0.010000 moves,0.310279 turns,0.102878 attacks,0.022643 grows,0.500910 replications,0.063289 killedBySeed,47 killedByAttacks,58 killedByStarving,1119 moveFailureRate,0.842593 replicationFailureRate,0.248724 attackFailureRate,0.499352 growFailureRate,0.437617
time,2013-10-19_11:34:13 treatment,a0 agents,323 iterations,5600 aveEnergy,212.709824 speed,135.135135 speedD,0.510000 speedA,0.110000 speedS,0.010000 moves,0.270407 turns,0.127223 attacks,0.021897 grows,0.476847 replications,0.103626 killedBySeed,41 killedByAttacks,89 killedByStarving,1746 moveFailureRate,0.795533 replicationFailureRate,0.206905 attackFailureRate,0.651217 growFailureRate,0.533763
time,2013-10-19_11:34:14 treatment,a0 agents,287 iterations,5700 aveEnergy,248.047394 speed,142.857143 speedD,0.500000 speedA,0.060000 speedS,0.010000 moves,0.270664 turns,0.133603 attacks,0.025890 grows,0.496248 replications,0.073596 killedBySeed,55 killedByAttacks,114 killedByStarving,1393 moveFailureRate,0.823448 replicationFailureRate,0.213401 attackFailureRate,0.500000 growFailureRate,0.447937
time,2013-10-19_11:34:15 treatment,a0 agents,326 iterations,5800 aveEnergy,222.226105 speed,126.582278 speedD,0.520000 speedA,0.140000 speedS,0.010000 moves,0.289921 turns,0.098715 attacks,0.021899 grows,0.484770 replications,0.104696 killedBySeed,56 killedByAttacks,97 killedByStarving,1984 moveFailureRate,0.833874 replicationFailureRate,0.125777 attackFailureRate,0.599119 growFailureRate,0.544726
time,2013-10-19_11:34:16 treatment,a0 agents,317 iterations,5900 aveEnergy,228.382843 speed,126.582278 speedD,0.560000 speedA,0.090000 speedS,0.010000 moves,0.290263 turns,0.122201 attacks,0.021100 grows,0.465431 replications,0.101005 killedBySeed,56 killedByAttacks,81 killedByStarving,2031 moveFailureRate,0.830050 replicationFailureRate,0.192800 attackFailureRate,0.637188 growFailureRate,0.553791
time,2013-10-19_11:34:16 treatment,a0 agents,255 iterations,6000 aveEnergy,294.257446 speed,147.058824 speedD,0.470000 speedA,0.070000 speedS,0.010000 moves,0.282059 turns,0.112549 attacks,0.028439 grows,0.498382 replications,0.078571 killedBySeed,50 killedByAttacks,123 killedByStarving,1566 moveFailureRate,0.825863 replicationFailureRate,0.222688 attackFailureRate,0.537126 growFailureRate,0.466571
time,2013-10-19_11:34:17 treatment,a0 agents,249 iterations,6100 aveEnergy,310.555847 speed,158.730159 speedD,0.400000 speedA,0.120000 speedS,0.010000 moves,0.266686 turns,0.111272 attacks,0.033876 grows,0.509290 replications,0.078876 killedBySeed,54 killedByAttacks,107 killedByStarving,1445 moveFailureRate,0.788218 replicationFailureRate,0.218305 attackFailureRate,0.650655 growFailureRate,0.471361
time,2013-10-19_11:34:18 treatment,a0 agents,239 iterations,6200 aveEnergy,334.291656 speed,161.290323 speedD,0.420000 speedA,0.080000 speedS,0.010000 moves,0.332227 turns,0.088318 attacks,0.023754 grows,0.485686 replications,0.070015 killedBySeed,56 killedByAttacks,81 killedByStarving,1169 moveFailureRate,0.843157 replicationFailureRate,0.312310 attackFailureRate,0.643590 growFailureRate,0.400176
time,2013-10-19_11:34:18 treatment,a0 agents,255 iterations,6300 aveEnergy,322.423065 speed,156.250000 speedD,0.440000 speedA,0.080000 speedS,0.010000 moves,0.297891 turns,0.100144 attacks,0.032871 grows,0.499740 replications,0.069353 killedBySeed,55 killedByAttacks,89 killedByStarving,1151 moveFailureRate,0.824493 replicationFailureRate,0.346106 attackFailureRate,0.609842 growFailureRate,0.476909
time,2013-10-19_11:34:19 treatment,a0 agents,277 iterations,6400 aveEnergy,306.072266 speed,156.250000 speedD,0.450000 speedA,0.080000 speedS,0.010000 moves,0.304154 turns,0.101750 attacks,0.024506 grows,0.501739 replications,0.067851 killedBySeed,40 killedByAttacks,61 killedByStarving,1227 moveFailureRate,0.816078 replicationFailureRate,0.336965 attackFailureRate,0.658101 growFailureRate,0.485756
time,2013-10-19_11:34:20 treatment,a0 agents,247 iterations,6500 aveEnergy,355.685577 speed,149.253731 speedD,0.450000 speedA,0.090000 speedS,0.010000 moves,0.290865 turns,0.102365 attacks,0.029146 grows,0.505339 replications,0.072284 killedBySeed,55 killedByAttacks,108 killedByStarving,1320 moveFailureRate,0.824813 replicationFailureRate,0.273903 attackFailureRate,0.620991 growFailureRate,0.416569
time,2013-10-19_11:34:20 treatment,a0 agents,256 iterations,6600 aveEnergy,355.611572 speed,153.846154 speedD,0.420000 speedA,0.100000 speedS,0.010000 moves,0.299624 turns,0.104496 attacks,0.019185 grows,0.498713 replications,0.077983 killedBySeed,58 killedByAttacks,56 killedByStarving,1494 moveFailureRate,0.860516 replicationFailureRate,0.250363 attackFailureRate,0.641593 growFailureRate,0.417418
time,2013-10-19_11:34:21 treatment,a0 agents,258 iterations,6700 aveEnergy,366.149017 speed,149.253731 speedD,0.460000 speedA,0.080000 speedS,0.010000 moves,0.280067 turns,0.103048 attacks,0.037060 grows,0.500104 replications,0.079721 killedBySeed,50 killedByAttacks,146 killedByStarving,1424 moveFailureRate,0.862249 replicationFailureRate,0.236173 attackFailureRate,0.599678 growFailureRate,0.360398
time,2013-10-19_11:34:22 treatment,a0 agents,249 iterations,6800 aveEnergy,390.878387 speed,151.515152 speedD,0.430000 speedA,0.100000 speedS,0.010000 moves,0.308859 turns,0.098199 attacks,0.024308 grows,0.485986 replications,0.082648 killedBySeed,56 killedByAttacks,84 killedByStarving,1454 moveFailureRate,0.823061 replicationFailureRate,0.314316 attackFailureRate,0.689157 growFailureRate,0.373689
